store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
3384821641154133835,1,0.23333333333333334,1.0333333333333334,0,0.0,0.0
1021751857440600161,1,0.21666666666666667,0.95,0,0.0,0.0
2839160873867561367,1,0.1,0.38333333333333336,0,0.0,0.0
5105295943316754159,1,0.21666666666666667,0.9666666666666667,0,0.0,0.0
6873552747385171021,1,0.31666666666666665,1.5666666666666667,0,0.0,0.0
8955454393265331324,1,0.21666666666666667,0.95,0,0.0,0.0
2681100608050207944,1,0.21666666666666667,1.1833333333333333,0,0.0,0.0
218496535953532546,0,0.0,0.4,0,0.0,0.0
613649903511143917,0,0.05,0.5333333333333333,0,0.06666666666666667,0.13333333333333333
2257696287867199415,0,0.06666666666666667,0.4666666666666667,1,0.16666666666666666,0.6166666666666667
4986119647714434512,1,0.15,0.8,0,0.0,0.0
3458686109894901608,1,0.2,0.9833333333333333,0,0.0,0.0
6776660075252450013,2,0.48333333333333334,2.183333333333333,0,0.0,0.0
2413477247077499670,1,0.21666666666666667,0.95,0,0.0,0.0
8791769215981866424,1,0.31666666666666665,1.5666666666666667,0,0.0,0.0
1108544069153759179,2,0.6333333333333333,3.1166666666666667,0,0.0,0.0
980383407109704750,1,0.21666666666666667,0.9833333333333333,0,0.0,0.0
4968006424751852732,1,0.11666666666666667,0.6333333333333333,0,0.0,0.0
8749623912306953167,0,0.25,1.4333333333333333,0,0.0,0.0
935974959390587892,0,0.08333333333333333,0.36666666666666664,0,0.0,0.0
6468358254857272627,0,0.0,0.0,1,0.23333333333333334,1.05
2393140357982629680,3,0.6166666666666667,2.95,0,0.0,0.0
9149092320035029041,2,0.6166666666666667,2.933333333333333,0,0.03333333333333333,0.2
8363653675130006444,0,0.0,0.16666666666666666,0,0.0,0.0
924494512866798795,0,0.3,1.5666666666666667,1,0.03333333333333333,0.03333333333333333
494584981462594241,0,0.13333333333333333,0.7833333333333333,1,0.1,0.36666666666666664
2221851219031118348,1,0.2833333333333333,1.3833333333333333,0,0.0,0.0
1288576128502837923,1,0.18333333333333332,0.8833333333333333,0,0.016666666666666666,0.06666666666666667
7828565466095434540,0,0.0,0.0,1,0.18333333333333332,0.9166666666666666
6424995853187483894,0,0.0,0.0,1,0.15,0.6166666666666667
8368609782126495640,0,0.0,0.0,1,0.16666666666666666,0.8333333333333334
675996890790796084,0,0.0,0.0,2,0.2,0.85
3483396411645927810,2,0.6,2.6333333333333333,0,0.0,0.0
1009333266625513049,0,0.0,0.0,1,0.16666666666666666,0.7666666666666667
7886883464192565451,0,0.0,0.43333333333333335,1,0.16666666666666666,0.4
4115554697603818376,0,0.0,1.65,3,0.55,1.0666666666666667
8789289407829432839,0,0.0,0.08333333333333333,1,0.21666666666666667,1.1
482405053040516887,1,0.31666666666666665,1.6,0,0.0,0.0
3310671370097249907,1,0.2,1.0333333333333334,0,0.0,0.0
6269139879097140365,1,0.2,1.0666666666666667,0,0.0,0.0
1529738499133900143,1,0.26666666666666666,1.3166666666666667,0,0.0,0.0
8167661286984935445,0,0.0,0.0,1,0.2,0.9
2739506591976043860,0,0.1,0.5833333333333334,1,0.08333333333333333,0.35
